ID,Group,Task,Distance,Trial_ID,Start,End,CorrectDJ,Session,Trial,DJ,DJ_Duration,Navi_Duration,side1,side2,session_start,initial_position,DC_start,DJ_start,DJ_end,navi_start,navi_end,fixation,ini_start_T,DC_start_T,DJ_start_T,rev_start_T,navi_start_T,navi_end_T
MOP002,Old,SP,Far,22,星巴克,誠品,17,7,5,16,5.588,34.25,(C)誠品,(D)星巴克,19:13.2,22:11.7,22:13.7,22:17.7,22:23.3,22:25.5,22:59.7,177.942,178.442,180.444,184.443,190.031,192.228,192.48
MOP002,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,12,4.634,25,(D)星巴克,(G)肯德基,19:13.2,23:02.4,23:04.4,23:08.4,23:13.1,23:15.2,23:40.2,228.662,229.162,231.18,235.196,239.83,241.979,242.23
MOP002,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,14,4.869,31.25,(B)麥當勞,(E)台灣彩券,19:13.2,23:42.9,23:44.9,23:48.9,23:53.8,23:56.0,24:27.2,269.177,269.677,271.694,275.71,280.579,282.727,282.977
MOP002,Old,SP,Near,8,肯德基,爭鮮,8,8,1,8,4.568,33,(G)肯德基,(H)爭鮮,26:02.2,26:02.2,26:04.2,26:08.2,26:12.8,26:14.9,26:47.9,-0.5,0,2.028,6.031,10.599,12.728,12.982
MOP002,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,12,3.838,24.75,(A)全國電子,(F)寶雅,26:02.2,26:50.6,26:52.6,26:56.6,27:00.5,27:02.6,27:27.4,47.928,48.428,50.445,54.462,58.3,60.479,60.732
MOP002,Old,SP,Near,4,星巴克,寶雅,6,8,3,6,4.89,15.75,(D)星巴克,(F)寶雅,26:02.2,27:30.1,27:32.1,27:36.1,27:41.0,27:43.1,27:58.9,87.428,87.928,89.93,93.945,98.835,100.983,101.231
MOP002,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,10,3.667,33.75,(B)麥當勞,(G)肯德基,26:02.2,28:01.6,28:03.6,28:07.6,28:11.3,28:13.4,28:47.2,118.929,119.429,121.445,125.465,129.132,131.231,131.481
MOP002,Old,SP,Far,21,全國電子,星巴克,16,8,5,12,5.554,44.25,(A)全國電子,(D)星巴克,26:02.2,28:49.9,28:51.9,28:55.9,29:01.4,29:03.6,29:47.9,167.199,167.699,169.712,173.712,179.266,181.481,181.731
MOP002,Old,SP,Far,26,誠品,台灣彩券,22,8,6,15,1.229,38,(C)誠品,(E)台灣彩券,26:02.2,29:50.6,29:52.6,29:56.6,29:57.9,29:59.9,30:37.9,227.946,228.446,230.467,234.484,235.713,237.733,237.982
MOP002,Old,SP,Near,9,台灣彩券,全國電子,9,8,7,16,3.817,29,(A)全國電子,(E)台灣彩券,26:02.2,30:40.6,30:42.6,30:46.6,30:50.5,30:52.7,31:21.6,277.95,278.45,280.467,284.483,288.3,290.484,290.733
MOP004,Old,SP,Near,1,台灣彩券,寶雅,5,1,1,4,7.999,29,(E)台灣彩券,(F)寶雅,50:54.0,50:54.0,50:56.0,51:00.0,51:08.0,51:10.2,51:39.2,-0.5,0,1.994,5.994,13.993,16.159,16.409
MOP004,Old,SP,Near,7,爭鮮,麥當勞,8,1,2,6,7.999,37.25,(B)麥當勞,(H)爭鮮,50:54.0,51:41.8,51:43.8,51:47.8,51:55.8,51:57.9,52:35.2,47.298,47.798,49.791,53.792,61.791,63.909,64.159
MOP004,Old,SP,Far,24,肯德基,全國電子,20,1,3,12,8,52.25,(A)全國電子,(G)肯德基,50:54.0,52:37.8,52:39.8,52:43.8,52:51.8,52:53.9,53:46.2,103.296,103.796,105.792,109.792,117.792,119.91,120.159
MOP004,Old,SP,Moderate,13,全國電子,誠品,13,1,4,12,8.001,90,(A)全國電子,(C)誠品,50:54.0,53:48.8,53:50.8,53:54.8,54:02.8,54:04.9,55:34.9,174.319,174.819,176.811,180.811,188.812,190.909,191.159
MOP004,Old,SP,Far,22,誠品,星巴克,17,1,5,12,8,73.75,(C)誠品,(D)星巴克,50:54.0,55:37.5,55:39.5,55:43.5,55:51.5,55:53.7,57:07.4,282.944,283.444,285.45,289.45,297.45,299.659,299.909
MOP004,Old,SP,Moderate,14,星巴克,肯德基,14,1,6,12,8,71.25,(D)星巴克,(G)肯德基,50:54.0,57:10.1,57:12.1,57:16.1,57:24.1,57:26.2,58:37.4,375.561,376.061,378.054,382.055,390.055,392.159,392.409
MOP004,Old,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,18,7.999,90,(B)麥當勞,(E)台灣彩券,50:54.0,58:40.1,58:42.1,58:46.1,58:54.1,58:56.2,00:26.2,465.561,466.061,468.054,472.055,480.054,482.158,482.409
MOP004,Old,SP,Far,23,台灣彩券,爭鮮,17,2,1,13,7.993,90,(E)台灣彩券,(H)爭鮮,02:20.0,02:20.0,02:22.0,02:26.0,02:34.0,02:36.2,04:06.2,-0.5,0,2.004,6.011,14.004,16.232,16.483
MOP004,Old,SP,Moderate,11,爭鮮,寶雅,12,2,2,8,8,90,(F)寶雅,(H)爭鮮,02:20.0,04:08.7,04:10.7,04:14.7,04:22.7,04:24.9,05:54.9,108.254,108.754,110.746,114.747,122.747,124.983,125.233
MOP004,Old,SP,Near,5,麥當勞,誠品,7,2,3,8,7.999,88.5,(B)麥當勞,(C)誠品,02:20.0,05:57.4,05:59.4,06:03.4,06:11.4,06:13.7,07:42.2,216.996,217.496,219.49,223.491,231.49,233.733,233.984
MOP004,Old,SP,Moderate,10,星巴克,台灣彩券,11,2,4,10,8,48.5,(D)星巴克,(E)台灣彩券,02:20.0,07:44.8,07:46.8,07:50.8,07:58.8,08:00.9,08:49.4,324.371,324.871,326.864,330.864,338.864,340.983,341.232
MOP004,Old,SP,Far,25,寶雅,肯德基,20,2,5,14,8,27.25,(F)寶雅,(G)肯德基,02:20.0,08:52.1,08:54.1,08:58.1,09:06.1,09:08.2,09:35.4,391.635,392.135,394.127,398.128,406.128,408.232,408.482
MOP004,Old,SP,Near,2,全國電子,麥當勞,6,2,6,6,8,64.25,(A)全國電子,(B)麥當勞,02:20.0,09:38.1,09:40.1,09:44.1,09:52.1,09:54.2,10:58.4,437.635,438.135,440.126,444.126,452.126,454.232,454.482
MOP004,Old,SP,Moderate,19,誠品,爭鮮,15,2,7,15,2.647,47.75,(C)誠品,(H)爭鮮,02:20.0,11:01.1,11:03.1,11:07.1,11:09.7,11:11.9,11:59.7,520.635,521.135,523.128,527.128,529.775,531.982,532.232
MOP004,Old,SP,Moderate,12,麥當勞,星巴克,12,3,1,16,7.999,21.25,(B)麥當勞,(D)星巴克,13:35.7,13:35.7,13:37.7,13:41.7,13:49.7,13:51.9,14:13.2,-0.5,0,1.997,5.997,13.996,16.24,16.49
MOP004,Old,SP,Far,27,誠品,寶雅,23,3,2,18,7.999,66.5,(C)誠品,(F)寶雅,13:35.7,14:15.8,14:17.8,14:21.8,14:29.8,14:31.9,15:38.4,39.642,40.142,42.136,46.136,54.135,56.24,56.49
MOP004,Old,SP,Far,20,寶雅,麥當勞,16,3,3,14,8,25.75,(B)麥當勞,(F)寶雅,13:35.7,15:41.1,15:43.1,15:47.1,15:55.1,15:57.2,16:22.9,124.885,125.385,127.378,131.379,139.379,141.49,141.739
MOP004,Old,SP,Near,3,星巴克,爭鮮,6,3,4,12,8.001,14.25,(D)星巴克,(H)爭鮮,13:35.7,16:25.6,16:27.6,16:31.6,16:39.6,16:41.7,16:55.9,169.385,169.885,171.878,175.878,183.879,185.99,186.239
MOP004,Old,SP,Near,6,肯德基,誠品,7,3,5,10,8,44,(C)誠品,(G)肯德基,13:35.7,16:58.6,17:00.6,17:04.6,17:12.6,17:14.7,17:58.7,202.386,202.886,204.878,208.878,216.878,218.989,219.24
MOP004,Old,SP,Moderate,15,爭鮮,全國電子,14,3,6,18,8,28.5,(A)全國電子,(H)爭鮮,13:35.7,18:01.3,18:03.3,18:07.3,18:15.3,18:17.4,18:45.9,265.141,265.641,267.636,271.636,279.636,281.739,281.989
MOP004,Old,SP,Far,28,台灣彩券,肯德基,25,3,7,18,3.146,59.25,(E)台灣彩券,(G)肯德基,13:35.7,18:48.6,18:50.6,18:54.6,18:57.7,18:59.9,19:59.2,312.385,312.885,314.878,318.878,322.024,324.239,324.489
MOP004,Old,SP,Near,8,爭鮮,肯德基,8,4,1,14,5.78,15.25,(G)肯德基,(H)爭鮮,21:55.2,21:55.2,21:57.1,22:01.1,22:06.9,22:09.1,22:24.4,-0.5,0,1.989,5.989,11.769,13.984,14.233
MOP004,Old,SP,Moderate,16,全國電子,寶雅,14,4,2,10,8,22.25,(A)全國電子,(F)寶雅,21:55.2,22:27.0,22:29.0,22:33.0,22:41.0,22:43.1,23:05.4,31.393,31.893,33.886,37.886,45.886,47.983,48.233
MOP004,Old,SP,Near,4,寶雅,星巴克,6,4,3,18,7.999,34,(D)星巴克,(F)寶雅,21:55.2,23:08.0,23:10.0,23:14.0,23:22.0,23:24.1,23:58.1,72.393,72.893,74.886,78.887,86.886,88.983,89.233
MOP004,Old,SP,Moderate,17,肯德基,麥當勞,14,4,4,18,4.201,38.25,(B)麥當勞,(G)肯德基,21:55.2,24:00.8,24:02.8,24:06.8,24:11.0,24:13.1,24:51.4,125.136,125.636,127.628,131.629,135.83,137.984,138.233
MOP004,Old,SP,Far,21,星巴克,全國電子,16,4,5,20,6.312,21.25,(A)全國電子,(D)星巴克,21:55.2,24:54.0,24:56.0,25:00.0,25:06.3,25:08.4,25:29.6,178.393,178.893,180.886,184.887,191.199,193.234,193.483
MOP004,Old,SP,Far,26,台灣彩券,誠品,22,4,6,20,5.042,20.25,(C)誠品,(E)台灣彩券,21:55.2,25:32.3,25:34.3,25:38.3,25:43.3,25:45.4,26:05.6,216.635,217.135,219.129,223.129,228.171,230.234,230.483
MOP004,Old,SP,Near,9,全國電子,台灣彩券,9,4,7,10,3.536,12,(A)全國電子,(E)台灣彩券,21:55.2,26:08.3,26:10.3,26:14.3,26:17.8,26:19.9,26:31.9,252.636,253.136,255.129,259.128,262.664,264.733,264.983
MOP004,Old,SP,Moderate,12,星巴克,麥當勞,12,5,1,20,4.213,24,(B)麥當勞,(D)星巴克,16:04.5,16:04.5,16:06.5,16:10.6,16:14.8,16:17.0,16:41.0,-0.5,0,2,6.002,10.215,12.444,12.687
MOP004,Old,SP,Far,27,寶雅,誠品,23,5,2,20,4.216,64.25,(C)誠品,(F)寶雅,16:04.5,16:43.7,16:45.6,16:49.6,16:53.9,16:56.0,18:00.2,38.604,39.104,41.096,45.096,49.312,51.444,51.694
MOP004,Old,SP,Far,20,麥當勞,寶雅,16,5,3,16,1.605,18.75,(B)麥當勞,(F)寶雅,16:04.5,18:02.9,18:04.9,18:08.9,18:10.5,18:12.5,18:31.2,117.846,118.346,120.339,124.339,125.944,127.943,128.194
MOP004,Old,SP,Near,3,爭鮮,星巴克,6,5,4,10,4.147,10.25,(D)星巴克,(H)爭鮮,16:04.5,18:33.9,18:35.9,18:39.9,18:44.0,18:46.2,18:56.5,148.846,149.346,151.34,155.339,159.486,161.693,161.943
MOP004,Old,SP,Near,6,誠品,肯德基,7,5,5,14,5.123,55.25,(C)誠品,(G)肯德基,16:04.5,18:59.1,19:01.1,19:05.1,19:10.2,19:12.5,20:07.7,174.082,174.582,176.576,180.577,185.7,187.943,188.193
MOP004,Old,SP,Moderate,15,全國電子,爭鮮,14,5,6,14,3.688,58.25,(A)全國電子,(H)爭鮮,16:04.5,20:10.4,20:12.4,20:16.4,20:20.1,20:22.2,21:20.5,245.325,245.825,247.817,251.818,255.506,257.693,257.943
MOP004,Old,SP,Far,28,肯德基,台灣彩券,25,5,7,14,3.645,26.25,(E)台灣彩券,(G)肯德基,16:04.5,21:23.2,21:25.1,21:29.1,21:32.8,21:35.0,22:01.2,318.104,318.604,320.596,324.597,328.242,330.444,330.694
MOP004,Old,SP,Far,23,爭鮮,台灣彩券,17,6,1,17,2.112,58.75,(E)台灣彩券,(H)爭鮮,51:44.2,51:44.2,51:46.2,51:50.2,51:52.3,51:54.4,52:53.2,-0.5,0,2.013,6.018,8.13,10.228,10.477
MOP004,Old,SP,Moderate,11,寶雅,爭鮮,12,6,2,14,2.187,19.5,(F)寶雅,(H)爭鮮,51:44.2,52:55.8,52:57.8,53:01.8,53:04.0,53:06.2,53:25.7,71.13,71.63,73.622,77.622,79.809,81.976,82.226
MOP004,Old,SP,Near,5,誠品,麥當勞,7,6,3,18,3.584,60.25,(B)麥當勞,(C)誠品,51:44.2,53:28.3,53:30.3,53:34.3,53:37.9,53:39.9,54:40.2,103.631,104.131,106.121,110.131,113.715,115.727,115.977
MOP004,Old,SP,Moderate,10,台灣彩券,星巴克,11,6,4,19,4.409,23,(D)星巴克,(E)台灣彩券,51:44.2,54:42.8,54:44.8,54:48.8,54:53.3,54:55.4,55:18.4,178.128,178.628,180.621,184.623,189.032,191.226,191.476
MOP004,Old,SP,Far,25,肯德基,寶雅,20,6,5,12,5.652,26.25,(F)寶雅,(G)肯德基,51:44.2,55:21.1,55:23.1,55:27.1,55:32.7,55:34.9,56:01.2,216.385,216.885,218.878,222.88,228.532,230.728,230.976
MOP004,Old,SP,Near,2,麥當勞,全國電子,6,6,6,20,3.834,27,(A)全國電子,(B)麥當勞,51:44.2,56:03.8,56:05.8,56:09.8,56:13.7,56:15.7,56:42.7,259.128,259.628,261.622,265.622,269.456,271.476,271.726
MOP004,Old,SP,Moderate,19,爭鮮,誠品,15,6,7,20,4.098,90,(C)誠品,(H)爭鮮,51:44.2,56:45.3,56:47.3,56:51.3,56:55.4,56:57.4,58:27.4,300.628,301.128,303.122,307.122,311.22,313.225,313.475
MOP004,Old,SP,Near,1,寶雅,台灣彩券,5,7,1,5,4.896,16.5,(E)台灣彩券,(F)寶雅,59:55.3,59:55.3,59:57.3,00:01.3,00:06.2,00:08.3,00:24.8,-0.5,0,1.996,5.998,10.894,12.979,13.22
MOP004,Old,SP,Near,7,麥當勞,爭鮮,8,7,2,10,2.557,29.75,(B)麥當勞,(H)爭鮮,59:55.3,00:27.4,00:29.4,00:33.4,00:36.0,00:38.0,01:07.7,31.629,32.129,34.122,38.122,40.679,42.727,42.977
MOP004,Old,SP,Far,24,全國電子,肯德基,20,7,3,24,6.562,29.75,(A)全國電子,(G)肯德基,59:55.3,01:10.4,01:12.4,01:16.4,01:22.9,01:25.0,01:54.8,74.609,75.109,77.101,81.102,87.664,89.727,89.977
MOP004,Old,SP,Moderate,13,誠品,全國電子,13,7,4,16,2.724,87.5,(A)全國電子,(C)誠品,59:55.3,01:57.4,01:59.4,02:03.4,02:06.1,02:08.3,03:35.8,121.623,122.123,124.122,128.123,130.847,132.977,133.22
MOP004,Old,SP,Far,22,星巴克,誠品,17,7,5,16,5.251,71,(C)誠品,(D)星巴克,59:55.3,03:38.4,03:40.4,03:44.4,03:49.7,03:51.7,05:02.8,222.628,223.128,225.122,229.122,234.373,236.469,236.726
MOP004,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,21,6.654,18.75,(D)星巴克,(G)肯德基,59:55.3,05:05.4,05:07.4,05:11.4,05:18.1,05:20.2,05:39.0,309.629,310.129,312.122,316.122,322.776,324.97,325.22
MOP004,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,16,2.242,21.5,(B)麥當勞,(E)台灣彩券,59:55.3,05:41.6,05:43.6,05:47.6,05:49.9,05:52.0,06:13.5,345.865,346.365,348.358,352.359,354.601,356.726,356.976
MOP004,Old,SP,Near,8,肯德基,爭鮮,8,8,1,19,3.597,12,(G)肯德基,(H)爭鮮,08:10.7,08:10.7,08:12.7,08:16.7,08:20.3,08:22.5,08:34.5,-0.5,0,1.991,5.992,9.589,11.734,11.984
MOP004,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,13,2.964,16,(A)全國電子,(F)寶雅,08:10.7,08:37.1,08:39.1,08:43.1,08:46.1,08:48.2,09:04.2,25.893,26.393,28.387,32.388,35.352,37.485,37.734
MOP004,Old,SP,Near,4,星巴克,寶雅,6,8,3,9,3.841,49.5,(D)星巴克,(F)寶雅,08:10.7,09:06.9,09:08.9,09:12.9,09:16.7,09:18.7,10:08.2,55.637,56.137,58.13,62.13,65.971,67.984,68.234
MOP004,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,20,3.243,54,(B)麥當勞,(G)肯德基,08:10.7,10:10.9,10:12.9,10:16.9,10:20.1,10:22.2,11:16.2,119.637,120.137,122.13,126.13,129.373,131.484,131.734
MOP004,Old,SP,Far,21,全國電子,星巴克,16,8,5,20,3.993,74.5,(A)全國電子,(D)星巴克,08:10.7,11:18.9,11:20.9,11:24.9,11:28.9,11:31.0,12:45.5,187.636,188.136,190.129,194.13,198.123,200.234,200.484
MOP004,Old,SP,Far,26,誠品,台灣彩券,22,8,6,22,5.556,23.75,(C)誠品,(E)台灣彩券,08:10.7,12:48.1,12:50.1,12:54.1,12:59.7,13:01.7,13:25.5,276.901,277.401,279.407,283.407,288.963,290.984,291.234
MOP004,Old,SP,Near,9,台灣彩券,全國電子,9,8,7,13,3.297,14.5,(A)全國電子,(E)台灣彩券,08:10.7,13:28.1,13:30.1,13:34.1,13:37.4,13:39.5,13:54.0,316.88,317.38,319.374,323.374,326.671,328.734,328.985
MYP001,Young,SP,Near,1,台灣彩券,寶雅,5,1,1,4,4.599,6,(E)台灣彩券,(F)寶雅,42:38.1,42:38.1,42:40.1,42:44.1,42:48.7,42:50.8,42:56.8,-0.5,0,2.015,6.016,10.615,12.732,12.981
MYP001,Young,SP,Near,7,爭鮮,麥當勞,8,1,2,9,3.183,15.25,(B)麥當勞,(H)爭鮮,42:38.1,42:59.5,43:01.6,43:05.6,43:08.8,43:10.8,43:26.1,20.934,21.434,23.451,27.469,30.652,32.734,32.983
MYP001,Young,SP,Far,24,肯德基,全國電子,20,1,3,21,3.749,23.75,(A)全國電子,(G)肯德基,42:38.1,43:28.8,43:30.8,43:34.8,43:38.6,43:40.8,44:04.6,50.181,50.681,52.701,56.718,60.467,62.732,62.982
MYP001,Young,SP,Moderate,13,全國電子,誠品,13,1,4,15,1.998,11.75,(A)全國電子,(C)誠品,42:38.1,44:07.3,44:09.3,44:13.3,44:15.3,44:17.3,44:29.1,88.68,89.18,91.197,95.196,97.194,99.23,99.48
MYP001,Young,SP,Far,22,誠品,星巴克,17,1,5,17,2.202,11.75,(C)誠品,(D)星巴克,42:38.1,44:31.8,44:33.8,44:37.8,44:40.0,44:42.1,44:53.8,113.166,113.666,115.685,119.7,121.902,123.982,124.232
MYP001,Young,SP,Moderate,14,星巴克,肯德基,14,1,6,13,2.536,12.5,(D)星巴克,(G)肯德基,42:38.1,44:56.5,44:58.6,45:02.6,45:05.1,45:07.3,45:19.8,137.933,138.433,140.454,144.467,147.003,149.235,149.484
MYP001,Young,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,16,1.454,11.75,(B)麥當勞,(E)台灣彩券,42:38.1,45:22.5,45:24.5,45:28.5,45:30.0,45:32.1,45:43.8,163.916,164.416,166.433,170.444,171.898,173.981,174.231
MYP001,Young,SP,Far,23,台灣彩券,爭鮮,17,2,1,18,4.033,67,(E)台灣彩券,(H)爭鮮,45:52.5,45:52.5,45:54.5,45:58.5,46:02.6,46:04.8,47:11.7,-0.5,0,1.988,5.99,10.023,12.222,12.472
MYP001,Young,SP,Moderate,11,爭鮮,寶雅,12,2,2,13,1.517,10,(F)寶雅,(H)爭鮮,45:52.5,47:14.5,47:16.5,47:20.5,47:22.0,47:24.3,47:34.3,81.441,81.941,83.96,87.975,89.492,91.724,91.974
MYP001,Young,SP,Near,5,麥當勞,誠品,7,2,3,7,4.717,11,(B)麥當勞,(C)誠品,45:52.5,47:36.9,47:39.0,47:43.0,47:47.7,47:49.7,48:00.8,103.907,104.407,106.421,110.438,115.155,117.22,117.471
MYP001,Young,SP,Moderate,10,星巴克,台灣彩券,11,2,4,16,5.135,9,(D)星巴克,(E)台灣彩券,45:52.5,48:03.4,48:05.4,48:09.4,48:14.6,48:16.8,48:25.8,130.407,130.907,132.907,136.906,142.041,144.224,144.469
MYP001,Young,SP,Far,25,寶雅,肯德基,20,2,5,24,4.35,18.25,(F)寶雅,(G)肯德基,45:52.5,48:28.4,48:30.5,48:34.5,48:38.8,48:41.0,48:59.3,155.407,155.907,157.921,161.94,166.29,168.472,168.723
MYP001,Young,SP,Near,2,全國電子,麥當勞,6,2,6,6,4.567,9.25,(A)全國電子,(B)麥當勞,45:52.5,49:02.0,49:04.0,49:08.0,49:12.6,49:14.8,49:24.0,188.941,189.441,191.455,195.471,200.038,202.22,202.471
MYP001,Young,SP,Moderate,19,誠品,爭鮮,15,2,7,8,4.482,15.75,(C)誠品,(H)爭鮮,45:52.5,49:26.7,49:28.7,49:32.8,49:37.2,49:39.3,49:55.0,213.672,214.172,216.193,220.224,224.706,226.723,226.974
MYP001,Young,SP,Moderate,12,麥當勞,星巴克,12,3,1,7,3.498,8.25,(B)麥當勞,(D)星巴克,52:38.1,52:38.1,52:40.1,52:44.1,52:47.6,52:49.8,52:58.0,-0.5,0,2.007,6.025,9.523,11.722,11.972
MYP001,Young,SP,Far,27,誠品,寶雅,23,3,2,27,6.967,24.75,(C)誠品,(F)寶雅,52:38.1,53:00.8,53:02.8,53:06.8,53:13.8,53:15.8,53:40.5,22.176,22.676,24.692,28.708,35.675,37.725,37.973
MYP001,Young,SP,Far,20,寶雅,麥當勞,16,3,3,17,3.918,16,(B)麥當勞,(F)寶雅,52:38.1,53:43.3,53:45.3,53:49.3,53:53.2,53:55.3,54:11.3,64.677,65.177,67.193,71.209,75.127,77.224,77.475
MYP001,Young,SP,Near,3,星巴克,爭鮮,6,3,4,6,3.566,9,(D)星巴克,(H)爭鮮,52:38.1,54:14.0,54:16.0,54:20.0,54:23.6,54:25.8,54:34.8,95.424,95.924,97.943,101.96,105.526,107.72,107.971
MYP001,Young,SP,Near,6,肯德基,誠品,7,3,5,7,3.083,6.75,(C)誠品,(G)肯德基,52:38.1,54:37.5,54:39.5,54:43.5,54:46.6,54:48.8,54:55.6,118.912,119.412,121.426,125.443,128.526,130.725,130.975
MYP001,Young,SP,Moderate,15,爭鮮,全國電子,14,3,6,17,6.465,14.5,(A)全國電子,(H)爭鮮,52:38.1,54:58.3,55:00.3,55:04.3,55:10.8,55:12.8,55:27.3,139.675,140.175,142.192,146.212,152.677,154.726,154.977
MYP001,Young,SP,Far,28,台灣彩券,肯德基,25,3,7,22,3.681,25.75,(E)台灣彩券,(G)肯德基,52:38.1,55:30.0,55:32.0,55:36.0,55:39.7,55:41.8,56:07.6,171.44,171.94,173.944,177.961,181.642,183.725,183.974
MYP001,Young,SP,Near,8,爭鮮,肯德基,8,4,1,7,4.132,7.75,(G)肯德基,(H)爭鮮,56:45.6,56:45.6,56:47.6,56:51.6,56:55.8,56:57.8,57:05.6,-0.5,0,2.007,6.025,10.157,12.223,12.473
MYP001,Young,SP,Moderate,16,全國電子,寶雅,14,4,2,11,5.783,10.5,(A)全國電子,(F)寶雅,56:45.6,57:08.3,57:10.3,57:14.3,57:20.1,57:22.3,57:32.8,22.157,22.657,24.67,28.687,34.47,36.718,36.968
MYP001,Young,SP,Near,4,寶雅,星巴克,6,4,3,8,2.934,7,(D)星巴克,(F)寶雅,56:45.6,57:35.5,57:37.5,57:41.6,57:44.5,57:46.6,57:53.6,49.424,49.924,51.94,55.972,58.906,60.972,61.221
MYP001,Young,SP,Moderate,17,肯德基,麥當勞,14,4,4,16,4.733,19,(B)麥當勞,(G)肯德基,56:45.6,57:56.3,57:58.3,58:02.3,58:07.0,58:09.1,58:28.1,70.173,70.673,72.691,76.708,81.441,83.473,83.721
MYP001,Young,SP,Far,21,星巴克,全國電子,16,4,5,10,3.935,12.5,(A)全國電子,(D)星巴克,56:45.6,58:30.8,58:32.8,58:36.8,58:40.7,58:42.8,58:55.3,104.654,105.154,107.156,111.157,115.092,117.221,117.473
MYP001,Young,SP,Far,26,台灣彩券,誠品,22,4,6,20,3.5,20.25,(C)誠品,(E)台灣彩券,56:45.6,58:58.0,59:00.0,59:04.1,59:07.6,59:09.8,59:30.1,131.92,132.42,134.442,138.473,141.973,144.222,144.472
MYP001,Young,SP,Near,9,全國電子,台灣彩券,9,4,7,10,2.383,10.25,(A)全國電子,(E)台灣彩券,56:45.6,59:32.8,59:34.8,59:38.8,59:41.2,59:43.3,59:53.6,166.655,167.155,169.17,173.188,175.571,177.72,177.967
MYP001,Young,SP,Moderate,12,星巴克,麥當勞,12,5,1,9,3.349,10.5,(B)麥當勞,(D)星巴克,16:03.6,16:03.6,16:05.7,16:09.7,16:13.0,16:15.2,16:25.7,-0.5,0,2.018,6.036,9.385,11.513,11.768
MYP001,Young,SP,Far,27,寶雅,誠品,23,5,2,24,4.115,17,(C)誠品,(F)寶雅,16:03.6,16:28.4,16:30.4,16:34.4,16:38.5,16:40.7,16:57.7,24.215,24.715,26.732,30.734,34.849,37.015,37.266
MYP001,Young,SP,Far,20,麥當勞,寶雅,16,5,3,19,2.535,12,(B)麥當勞,(F)寶雅,16:03.6,17:00.4,17:02.4,17:06.4,17:09.0,17:11.2,17:23.2,56.236,56.736,58.766,62.782,65.317,67.513,67.763
MYP001,Young,SP,Near,3,爭鮮,星巴克,6,5,4,6,8,6,(D)星巴克,(H)爭鮮,16:03.6,17:25.9,17:27.9,17:31.9,17:39.9,17:41.9,17:47.9,81.719,82.219,84.235,88.25,96.25,98.268,98.517
MYP001,Young,SP,Near,6,誠品,肯德基,7,5,5,7,4.882,7,(C)誠品,(G)肯德基,16:03.6,17:50.6,17:52.6,17:56.6,18:01.5,18:03.7,18:10.7,106.467,106.967,108.985,113.001,117.883,120.015,120.262
MYP001,Young,SP,Moderate,15,全國電子,爭鮮,14,5,6,18,1.633,23.5,(A)全國電子,(H)爭鮮,16:03.6,18:13.4,18:15.4,18:19.4,18:21.0,18:23.2,18:46.7,129.218,129.718,131.73,135.731,137.364,139.513,139.763
MYP001,Young,SP,Far,28,肯德基,台灣彩券,25,5,7,24,3.484,16.5,(E)台灣彩券,(G)肯德基,16:03.6,18:49.4,18:51.4,18:55.4,18:58.9,19:00.9,19:17.4,165.219,165.719,167.733,171.75,175.234,177.267,177.516
MYP001,Young,SP,Far,23,爭鮮,台灣彩券,17,6,1,22,6.266,8.5,(E)台灣彩券,(H)爭鮮,20:15.2,20:15.2,20:17.2,20:21.2,20:27.5,20:29.7,20:38.2,-0.5,0,1.991,5.992,12.258,14.474,14.723
MYP001,Young,SP,Moderate,11,寶雅,爭鮮,12,6,2,17,1.17,10.25,(F)寶雅,(H)爭鮮,20:15.2,20:40.9,20:42.9,20:46.9,20:48.1,20:50.2,21:00.4,25.176,25.676,27.689,31.689,32.859,34.989,35.224
MYP001,Young,SP,Near,5,誠品,麥當勞,7,6,3,8,3.101,8,(B)麥當勞,(C)誠品,20:15.2,21:03.2,21:05.2,21:09.2,21:12.3,21:14.4,21:22.4,47.442,47.942,49.956,53.973,57.074,59.223,59.474
MYP001,Young,SP,Moderate,10,台灣彩券,星巴克,11,6,4,15,1.432,8.5,(D)星巴克,(E)台灣彩券,20:15.2,21:25.1,21:27.1,21:31.2,21:32.6,21:34.7,21:43.2,69.421,69.921,71.939,75.958,77.39,79.472,79.723
MYP001,Young,SP,Far,25,肯德基,寶雅,20,6,5,22,4.452,14.75,(F)寶雅,(G)肯德基,20:15.2,21:45.9,21:47.9,21:51.9,21:56.3,21:58.4,22:13.2,90.191,90.691,92.692,96.69,101.142,103.223,103.474
MYP001,Young,SP,Near,2,麥當勞,全國電子,6,6,6,6,4.484,7.25,(A)全國電子,(B)麥當勞,20:15.2,22:15.9,22:17.9,22:21.9,22:26.4,22:28.4,22:35.7,120.173,120.673,122.705,126.722,131.206,133.238,133.488
