ID,Group,Task,Distance,Trial_ID,Start,End,CorrectDJ,Session,Trial,DJ,DJ_Duration,Navi_Duration,side1,side2,session_start,initial_position,DC_start,DJ_start,DJ_end,navi_start,navi_end,fixation,ini_start_T,DC_start_T,DJ_start_T,rev_start_T,navi_start_T,navi_end_T
O031,Old,SP,Moderate,13,全國電子,誠品,13,1,4,15,2.132,23.5,(A)全國電子,(C)誠品,24:53.5,27:05.0,27:07.0,27:11.0,27:13.1,27:15.3,27:38.8,131.007,131.507,133.499,137.506,139.638,141.84,142.088
O031,Old,SP,Far,22,誠品,星巴克,17,1,5,17,3.104,46.25,(C)誠品,(D)星巴克,24:53.5,27:41.5,27:43.5,27:47.5,27:50.6,27:52.8,28:39.1,167.493,167.993,170.007,174,177.104,179.34,179.59
O031,Old,SP,Moderate,14,星巴克,肯德基,14,1,6,15,2.181,25.25,(D)星巴克,(G)肯德基,24:53.5,28:41.7,28:43.7,28:47.7,28:49.9,28:52.1,29:17.3,227.743,228.243,230.244,234.243,236.424,238.589,238.84
O031,Old,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,15,2.234,28.75,(B)麥當勞,(E)台灣彩券,24:53.5,29:20.0,29:22.0,29:26.0,29:28.2,29:30.3,29:59.1,265.986,266.486,268.479,272.486,274.72,276.838,277.088
O031,Old,SP,Far,23,台灣彩券,爭鮮,17,2,1,20,5.903,33,(E)台灣彩券,(H)爭鮮,31:36.9,31:36.9,31:38.9,31:42.9,31:48.8,31:50.9,32:23.9,-0.5,0,1.99,5.998,11.901,13.991,14.234
O031,Old,SP,Moderate,11,爭鮮,寶雅,12,2,2,12,3.82,19,(F)寶雅,(H)爭鮮,31:36.9,32:26.6,32:28.6,32:32.6,32:36.4,32:38.4,32:57.4,49.144,49.644,51.652,55.657,59.477,61.483,61.734
O031,Old,SP,Near,5,麥當勞,誠品,7,2,3,12,8,19.25,(B)麥當勞,(C)誠品,31:36.9,33:00.1,33:02.1,33:06.1,33:14.1,33:16.2,33:35.4,82.643,83.143,85.157,89.15,97.15,99.233,99.484
O031,Old,SP,Moderate,10,星巴克,台灣彩券,11,2,4,10,3.694,15.75,(D)星巴克,(E)台灣彩券,31:36.9,33:38.1,33:40.1,33:44.1,33:47.8,33:49.9,34:05.7,120.643,121.143,123.151,127.151,130.845,132.984,133.234
O031,Old,SP,Far,25,寶雅,肯德基,20,2,5,20,3.869,32.5,(F)寶雅,(G)肯德基,31:36.9,34:08.3,34:10.3,34:14.3,34:18.2,34:20.4,34:52.9,150.879,151.379,153.379,157.379,161.248,163.484,163.734
O031,Old,SP,Near,2,全國電子,麥當勞,6,2,6,8,5.068,19,(A)全國電子,(B)麥當勞,31:36.9,34:55.6,34:57.6,35:01.6,35:06.6,35:08.7,35:27.7,198.143,198.643,200.65,204.657,209.725,211.734,211.984
O031,Old,SP,Moderate,19,誠品,爭鮮,15,2,7,12,3.938,22.75,(C)誠品,(H)爭鮮,31:36.9,35:30.3,35:32.3,35:36.3,35:40.3,35:42.4,36:05.2,232.886,233.386,235.393,239.393,243.331,245.483,245.733
O031,Old,SP,Moderate,12,麥當勞,星巴克,12,3,1,15,2.202,17.5,(B)麥當勞,(D)星巴克,37:51.0,37:51.0,37:53.0,37:57.1,37:59.3,38:01.3,38:18.8,-0.5,0,2.004,6.018,8.22,10.24,10.49
O031,Old,SP,Far,27,誠品,寶雅,23,3,2,24,5.854,41,(C)誠品,(F)寶雅,37:51.0,38:21.4,38:23.5,38:27.5,38:33.3,38:35.5,39:16.5,29.906,30.406,32.414,36.414,42.268,44.489,44.739
O031,Old,SP,Far,20,寶雅,麥當勞,16,3,3,15,3.466,33.75,(B)麥當勞,(F)寶雅,37:51.0,39:19.2,39:21.2,39:25.2,39:28.7,39:30.8,40:04.5,87.649,88.149,90.157,94.156,97.622,99.739,99.99
O031,Old,SP,Near,3,星巴克,爭鮮,6,3,4,10,7.499,12.5,(D)星巴克,(H)爭鮮,37:51.0,40:07.2,40:09.2,40:13.2,40:20.7,40:22.8,40:35.3,135.642,136.142,138.135,142.151,149.65,151.741,151.99
O031,Old,SP,Near,6,肯德基,誠品,7,3,5,6,8,21,(C)誠品,(G)肯德基,37:51.0,40:37.9,40:39.9,40:43.9,40:51.9,40:54.0,41:15.0,166.379,166.879,168.871,172.871,180.871,182.989,183.24
O031,Old,SP,Moderate,15,爭鮮,全國電子,14,3,6,15,2.813,27.5,(A)全國電子,(H)爭鮮,37:51.0,41:17.7,41:19.7,41:23.7,41:26.5,41:28.5,41:56.0,206.177,206.677,208.67,212.67,215.483,217.49,217.74
O031,Old,SP,Far,28,台灣彩券,肯德基,25,3,7,22,7.993,49.5,(E)台灣彩券,(G)肯德基,37:51.0,41:58.7,42:00.7,42:04.7,42:12.7,42:14.8,43:04.3,247.141,247.641,249.636,253.642,261.635,263.74,263.989
O031,Old,SP,Near,8,爭鮮,肯德基,8,4,1,11,3.513,17,(G)肯德基,(H)爭鮮,44:46.8,44:46.8,44:48.8,44:52.8,44:56.3,44:58.5,45:15.5,-0.5,0,2.005,6.013,9.526,11.726,11.976
O031,Old,SP,Moderate,16,全國電子,寶雅,14,4,2,13,4.932,22.25,(A)全國電子,(F)寶雅,44:46.8,45:18.2,45:20.2,45:24.2,45:29.1,45:31.2,45:53.5,30.914,31.414,33.405,37.405,42.337,44.476,44.726
O031,Old,SP,Near,4,寶雅,星巴克,6,4,3,10,3.244,14,(D)星巴克,(F)寶雅,44:46.8,45:56.2,45:58.2,46:02.2,46:05.4,46:07.5,46:21.5,68.892,69.392,71.393,75.392,78.636,80.726,80.976
O031,Old,SP,Moderate,17,肯德基,麥當勞,14,4,4,10,4.111,27,(B)麥當勞,(G)肯德基,44:46.8,46:24.1,46:26.1,46:30.1,46:34.2,46:36.5,47:03.5,96.873,97.373,99.366,103.366,107.477,109.726,109.976
O031,Old,SP,Far,21,星巴克,全國電子,16,4,5,15,2.492,90,(A)全國電子,(D)星巴克,44:46.8,47:06.2,47:08.2,47:12.2,47:14.7,47:16.7,48:46.7,138.892,139.392,141.4,145.414,147.906,149.976,150.226
O031,Old,SP,Far,26,台灣彩券,誠品,22,4,6,20,3.89,46,(C)誠品,(E)台灣彩券,44:46.8,48:49.3,48:51.3,48:55.3,48:59.2,49:01.2,49:47.2,241.996,242.496,244.511,248.51,252.4,254.483,254.725
O031,Old,SP,Near,9,全國電子,台灣彩券,9,4,7,10,2.96,15.5,(A)全國電子,(E)台灣彩券,44:46.8,49:49.9,49:51.9,49:55.9,49:58.8,50:01.0,50:16.5,302.614,303.114,305.106,309.107,312.067,314.225,314.482
O031,Old,SP,Moderate,12,星巴克,麥當勞,12,5,1,15,2.439,23.75,(B)麥當勞,(D)星巴克,56:54.4,56:54.4,56:56.4,57:00.4,57:02.8,57:04.9,57:28.7,-0.5,0,2.006,6.006,8.445,10.541,10.791
O031,Old,SP,Far,27,寶雅,誠品,23,5,2,25,5.84,33.5,(C)誠品,(F)寶雅,56:54.4,57:31.3,57:33.3,57:37.3,57:43.1,57:45.2,58:18.7,36.428,36.928,38.923,42.923,48.763,50.79,51.041
O031,Old,SP,Far,20,麥當勞,寶雅,16,5,3,15,4.909,22.5,(B)麥當勞,(F)寶雅,56:54.4,58:21.3,58:23.3,58:27.3,58:32.2,58:34.4,58:56.9,86.429,86.929,88.922,92.923,97.832,100.041,100.291
O031,Old,SP,Near,3,爭鮮,星巴克,6,5,4,9,3.882,10.25,(D)星巴克,(H)爭鮮,56:54.4,58:59.6,59:01.6,59:05.6,59:09.4,59:11.7,59:21.9,124.672,125.172,127.166,131.165,135.047,137.291,137.54
O031,Old,SP,Near,6,誠品,肯德基,7,5,5,6,5.048,14.5,(C)誠品,(G)肯德基,56:54.4,59:24.6,59:26.6,59:30.6,59:35.7,59:37.7,59:52.2,149.7,150.2,152.221,156.235,161.283,163.291,163.54
O031,Old,SP,Moderate,15,全國電子,爭鮮,14,5,6,15,1.966,23,(A)全國電子,(H)爭鮮,56:54.4,59:54.8,59:56.8,00:00.8,00:02.8,00:04.9,00:27.9,179.951,180.451,182.441,186.442,188.408,190.54,190.79
O031,Old,SP,Far,28,肯德基,台灣彩券,25,5,7,29,7.994,27.75,(E)台灣彩券,(G)肯德基,56:54.4,00:30.6,00:32.6,00:36.6,00:44.6,00:46.7,01:14.4,215.693,216.193,218.186,222.193,230.187,232.297,232.547
O031,Old,SP,Far,23,爭鮮,台灣彩券,17,6,1,12,6.194,17.75,(E)台灣彩券,(H)爭鮮,03:05.9,03:05.9,03:07.9,03:12.0,03:18.1,03:20.2,03:37.9,-0.5,0,1.998,6.006,12.2,14.235,14.478
O031,Old,SP,Moderate,11,寶雅,爭鮮,12,6,2,11,3.083,14,(F)寶雅,(H)爭鮮,03:05.9,03:40.6,03:42.6,03:46.6,03:49.7,03:51.9,04:05.9,34.138,34.638,36.644,40.652,43.735,45.985,46.228
O031,Old,SP,Near,5,誠品,麥當勞,7,6,3,10,3.806,18.25,(B)麥當勞,(C)誠品,03:05.9,04:08.6,04:10.6,04:14.6,04:18.4,04:20.7,04:38.9,62.16,62.66,64.672,68.693,72.499,74.728,74.984
O031,Old,SP,Moderate,10,台灣彩券,星巴克,11,6,4,10,2.91,16.5,(D)星巴克,(E)台灣彩券,03:05.9,04:41.6,04:43.6,04:47.6,04:50.5,04:52.7,05:09.2,95.128,95.628,97.624,101.623,104.533,106.735,106.978
O031,Old,SP,Far,25,肯德基,寶雅,20,6,5,22,6.349,23,(F)寶雅,(G)肯德基,03:05.9,05:11.8,05:13.9,05:17.9,05:24.2,05:26.4,05:49.4,125.394,125.894,127.908,131.908,138.257,140.478,140.727
O031,Old,SP,Near,2,麥當勞,全國電子,6,6,6,6,5.257,14.75,(A)全國電子,(B)麥當勞,03:05.9,05:52.1,05:54.1,05:58.1,06:03.4,06:05.4,06:20.2,165.637,166.137,168.144,172.151,177.408,179.477,179.727
O031,Old,SP,Moderate,19,爭鮮,誠品,15,6,7,11,4.265,20.25,(C)誠品,(H)爭鮮,03:05.9,06:22.8,06:24.8,06:28.8,06:33.1,06:35.2,06:55.4,196.372,196.872,198.866,202.866,207.131,209.227,209.477
O031,Old,SP,Near,1,寶雅,台灣彩券,5,7,1,6,4.596,10,(E)台灣彩券,(F)寶雅,08:44.0,08:44.0,08:46.0,08:50.0,08:54.6,08:56.8,09:06.8,-0.5,0,1.991,5.998,10.594,12.734,12.984
O031,Old,SP,Near,7,麥當勞,爭鮮,8,7,2,10,3.402,13.5,(B)麥當勞,(H)爭鮮,08:44.0,09:09.4,09:11.4,09:15.4,09:18.8,09:21.0,09:34.5,24.88,25.38,27.373,31.381,34.783,36.984,37.234
O031,Old,SP,Far,24,全國電子,肯德基,20,7,3,15,2.012,29.75,(A)全國電子,(G)肯德基,08:44.0,09:37.2,09:39.2,09:43.2,09:45.2,09:47.3,10:17.0,52.658,53.158,55.158,59.158,61.17,63.234,63.484
O031,Old,SP,Moderate,13,誠品,全國電子,13,7,4,15,2.743,23,(A)全國電子,(C)誠品,08:44.0,10:19.7,10:21.7,10:25.7,10:28.4,10:30.5,10:53.5,95.137,95.637,97.63,101.63,104.373,106.491,106.734
O031,Old,SP,Far,22,星巴克,誠品,17,7,5,22,8.007,25.5,(C)誠品,(D)星巴克,08:44.0,10:56.2,10:58.2,11:02.2,11:10.2,11:12.3,11:37.8,131.65,132.15,134.151,138.15,146.157,148.234,148.484
O031,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,17,3.701,18.25,(D)星巴克,(G)肯德基,08:44.0,11:40.4,11:42.5,11:46.5,11:50.2,11:52.3,12:10.5,175.907,176.407,178.414,182.414,186.115,188.234,188.491
O031,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,20,4.078,25.75,(B)麥當勞,(E)台灣彩券,08:44.0,12:13.2,12:15.2,12:19.2,12:23.2,12:25.3,12:51.0,208.636,209.136,211.13,215.129,219.207,221.233,221.484
O031,Old,SP,Near,8,肯德基,爭鮮,8,8,1,10,2.986,13,(G)肯德基,(H)爭鮮,14:40.8,14:40.8,14:42.8,14:46.8,14:49.8,14:52.1,15:05.1,-0.5,0,2.009,6.01,8.996,11.238,11.481
O031,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,15,1.444,17.25,(A)全國電子,(F)寶雅,14:40.8,15:07.7,15:09.7,15:13.7,15:15.2,15:17.3,15:34.6,26.391,26.891,28.884,32.891,34.335,36.48,36.731
O031,Old,SP,Near,4,星巴克,寶雅,6,8,3,6,4.694,12,(D)星巴克,(F)寶雅,14:40.8,15:37.2,15:39.2,15:43.2,15:47.9,15:50.1,16:02.1,55.89,56.39,58.391,62.384,67.078,69.231,69.481
O031,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,11,3.709,21.5,(B)麥當勞,(G)肯德基,14:40.8,16:04.7,16:06.8,16:10.7,16:14.5,16:16.6,16:38.1,83.418,83.918,85.932,89.925,93.634,95.73,95.981
O031,Old,SP,Far,21,全國電子,星巴克,16,8,5,20,6.992,21.25,(A)全國電子,(D)星巴克,14:40.8,16:40.7,16:42.7,16:46.7,16:53.7,16:55.8,17:17.1,119.391,119.891,121.883,125.891,132.883,134.988,135.237
O031,Old,SP,Far,26,誠品,台灣彩券,22,8,6,15,2.035,33,(C)誠品,(E)台灣彩券,14:40.8,17:19.7,17:21.7,17:25.7,17:27.7,17:29.8,18:02.8,158.391,158.891,160.883,164.883,166.918,168.987,169.237
O031,Old,SP,Near,9,台灣彩券,全國電子,9,8,7,10,3.257,19.5,(A)全國電子,(E)台灣彩券,14:40.8,18:05.5,18:07.5,18:11.5,18:14.8,18:16.8,18:36.3,204.168,204.668,206.668,210.675,213.932,215.98,216.237
O033,Old,SP,Near,1,台灣彩券,寶雅,5,1,1,8,7.007,90,(E)台灣彩券,(F)寶雅,32:19.2,32:19.2,32:21.2,32:25.2,32:32.2,32:34.3,34:04.3,-0.5,0,2.001,5.994,13.001,15.057,15.305
O033,Old,SP,Near,7,爭鮮,麥當勞,8,1,2,13,4.568,80,(B)麥當勞,(H)爭鮮,32:19.2,34:06.8,34:08.8,34:12.8,34:17.4,34:19.5,35:39.5,107.098,107.598,109.597,113.592,118.16,120.306,120.556
O033,Old,SP,Far,24,肯德基,全國電子,20,1,3,17,2.605,90,(A)全國電子,(G)肯德基,32:19.2,35:42.2,35:44.2,35:48.2,35:50.8,35:53.0,37:23.0,202.473,202.973,204.973,208.972,211.577,213.806,214.055
O033,Old,SP,Moderate,13,全國電子,誠品,13,1,4,16,6.173,90,(A)全國電子,(C)誠品,32:19.2,37:25.5,37:27.5,37:31.5,37:37.7,37:39.8,39:09.8,305.819,306.319,308.312,312.312,318.485,320.555,320.805
O033,Old,SP,Far,22,誠品,星巴克,17,1,5,8,7.999,29,(C)誠品,(D)星巴克,32:19.2,39:12.3,39:14.3,39:18.3,39:26.3,39:28.5,39:57.5,412.576,413.076,415.069,419.07,427.069,429.305,429.555
O033,Old,SP,Moderate,14,星巴克,肯德基,14,1,6,7,4.958,20.5,(D)星巴克,(G)肯德基,32:19.2,40:00.2,40:02.2,40:06.2,40:11.1,40:13.3,40:33.8,460.486,460.986,462.992,466.993,471.951,474.055,474.305
O033,Old,SP,Moderate,18,麥當勞,台灣彩券,15,1,7,11,4.794,54.5,(B)麥當勞,(E)台灣彩券,32:19.2,40:36.4,40:38.4,40:42.4,40:47.2,40:49.3,41:43.8,496.734,497.234,499.228,503.234,508.028,510.054,510.305
O033,Old,SP,Far,23,台灣彩券,爭鮮,17,2,1,17,3.722,90,(E)台灣彩券,(H)爭鮮,43:19.4,43:19.4,43:21.4,43:25.4,43:29.1,43:31.3,45:01.3,-0.5,0,2.011,6.004,9.726,11.976,12.226
O033,Old,SP,Moderate,11,爭鮮,寶雅,12,2,2,16,2.978,16.75,(F)寶雅,(H)爭鮮,43:19.4,45:03.9,45:05.9,45:09.9,45:12.8,45:14.8,45:31.6,103.99,104.49,106.484,110.483,113.461,115.476,115.726
O033,Old,SP,Near,5,麥當勞,誠品,7,2,3,10,3.374,12,(B)麥當勞,(C)誠品,43:19.4,45:34.3,45:36.3,45:40.3,45:43.6,45:45.8,45:57.9,134.393,134.893,136.906,140.906,144.28,146.476,146.725
O033,Old,SP,Moderate,10,星巴克,台灣彩券,11,2,4,7,3.52,19.25,(D)星巴克,(E)台灣彩券,43:19.4,46:00.5,46:02.5,46:06.5,46:10.0,46:12.1,46:31.3,160.648,161.148,163.149,167.143,170.663,172.725,172.976
O033,Old,SP,Far,25,寶雅,肯德基,20,2,5,18,3.341,20,(F)寶雅,(G)肯德基,43:19.4,46:34.0,46:36.0,46:40.0,46:43.3,46:45.3,47:05.3,194.128,194.628,196.628,200.621,203.962,205.976,206.225
O033,Old,SP,Near,2,全國電子,麥當勞,6,2,6,10,3.043,30.5,(A)全國電子,(B)麥當勞,43:19.4,47:08.0,47:10.0,47:14.0,47:17.0,47:19.1,47:49.6,228.128,228.628,230.62,234.627,237.67,239.725,239.975
O033,Old,SP,Moderate,19,誠品,爭鮮,15,2,7,8,2.987,90,(C)誠品,(H)爭鮮,43:19.4,47:52.2,47:54.2,47:58.2,48:01.2,48:03.3,49:33.3,272.371,272.871,274.863,278.864,281.851,283.975,284.225
O033,Old,SP,Moderate,12,麥當勞,星巴克,12,3,1,8,3.082,90,(B)麥當勞,(D)星巴克,51:36.9,51:36.9,51:38.8,51:42.8,51:45.9,51:48.1,53:18.1,-0.5,0,1.99,5.991,9.073,11.234,11.483
O033,Old,SP,Far,27,誠品,寶雅,23,3,2,17,3.93,58.75,(C)誠品,(F)寶雅,51:36.9,53:20.6,53:22.6,53:26.6,53:30.5,53:32.6,54:31.3,103.261,103.761,105.754,109.754,113.684,115.741,115.983
O033,Old,SP,Far,20,寶雅,麥當勞,16,3,3,11,2.09,24.75,(B)麥當勞,(F)寶雅,51:36.9,54:34.0,54:36.0,54:40.0,54:42.1,54:44.1,55:08.8,176.636,177.136,179.129,183.13,185.22,187.232,187.483
O033,Old,SP,Near,3,星巴克,爭鮮,6,3,4,10,3.418,17.75,(D)星巴克,(H)爭鮮,51:36.9,55:11.5,55:13.5,55:17.5,55:20.9,55:23.1,55:40.8,214.135,214.635,216.629,220.629,224.047,226.232,226.483
O033,Old,SP,Near,6,肯德基,誠品,7,3,5,10,2.634,82.75,(C)誠品,(G)肯德基,51:36.9,55:43.5,55:45.5,55:49.5,55:52.1,55:54.3,57:17.1,246.136,246.636,248.629,252.629,255.263,257.482,257.732
O033,Old,SP,Moderate,15,爭鮮,全國電子,14,3,6,16,1.834,64.5,(A)全國電子,(H)爭鮮,51:36.9,57:19.7,57:21.7,57:25.7,57:27.6,57:29.6,58:34.1,342.379,342.879,344.879,348.879,350.713,352.731,352.982
O033,Old,SP,Far,28,台灣彩券,肯德基,25,3,7,17,2.811,35,(E)台灣彩券,(G)肯德基,51:36.9,58:36.7,58:38.7,58:42.7,58:45.5,58:47.6,59:22.6,419.378,419.878,421.872,425.88,428.691,430.731,430.981
O033,Old,SP,Near,8,爭鮮,肯德基,8,4,1,9,3.117,15.25,(G)肯德基,(H)爭鮮,00:41.5,00:41.5,00:43.5,00:47.5,00:50.6,00:52.7,01:08.0,-0.5,0,1.999,5.991,9.108,11.219,11.469
O033,Old,SP,Moderate,16,全國電子,寶雅,14,4,2,9,2.744,90,(A)全國電子,(F)寶雅,00:41.5,01:10.6,01:12.6,01:16.6,01:19.4,01:21.5,02:51.5,28.622,29.122,31.114,35.121,37.865,39.969,40.219
O033,Old,SP,Near,4,寶雅,星巴克,6,4,3,11,4.375,90,(D)星巴克,(F)寶雅,00:41.5,02:54.0,02:56.0,03:00.0,03:04.4,03:06.5,04:36.5,132.004,132.504,134.496,138.497,142.872,144.969,145.218
O033,Old,SP,Moderate,17,肯德基,麥當勞,14,4,4,17,5.648,37.5,(B)麥當勞,(G)肯德基,00:41.5,04:39.0,04:41.0,04:45.0,04:50.6,04:52.7,05:30.2,237.003,237.503,239.497,243.503,249.151,251.219,251.469
O033,Old,SP,Far,21,星巴克,全國電子,16,4,5,8,2.932,24.75,(A)全國電子,(D)星巴克,00:41.5,05:32.9,05:34.9,05:38.9,05:41.8,05:44.0,06:08.7,290.885,291.385,293.407,297.414,300.346,302.469,302.718
O033,Old,SP,Far,26,台灣彩券,誠品,22,4,6,15,1.841,90,(C)誠品,(E)台灣彩券,00:41.5,06:11.4,06:13.4,06:17.4,06:19.2,06:21.5,07:51.5,329.385,329.885,331.89,335.891,337.732,339.968,339.969
O033,Old,SP,Near,9,全國電子,台灣彩券,9,4,7,13,3.07,90,(A)全國電子,(E)台灣彩券,00:41.5,07:54.0,07:56.0,08:00.0,08:03.1,08:05.2,09:35.2,432.01,432.51,434.517,438.53,441.6,443.717,443.968
O033,Old,SP,Moderate,12,星巴克,麥當勞,12,5,1,10,3.786,90,(B)麥當勞,(D)星巴克,15:08.3,15:08.3,15:10.2,15:14.2,15:18.0,15:20.1,16:50.1,-0.5,0,1.99,5.989,9.775,11.872,12.122
O033,Old,SP,Far,27,寶雅,誠品,23,5,2,17,3.285,90,(C)誠品,(F)寶雅,15:08.3,16:52.7,16:54.7,16:58.7,17:01.9,17:04.1,18:34.1,103.899,104.399,106.392,110.392,113.677,115.878,116.128
O033,Old,SP,Far,20,麥當勞,寶雅,16,5,3,16,2.263,90,(B)麥當勞,(F)寶雅,15:08.3,18:36.7,18:38.7,18:42.7,18:44.9,18:47.1,20:17.1,207.899,208.399,210.391,214.399,216.662,218.885,219.128
O033,Old,SP,Near,3,爭鮮,星巴克,6,5,4,13,3.229,81,(D)星巴克,(H)爭鮮,15:08.3,20:19.7,20:21.7,20:25.7,20:28.9,20:30.9,21:51.9,310.898,311.398,313.392,317.392,320.621,322.628,322.871
O033,Old,SP,Near,6,誠品,肯德基,7,5,5,12,2.416,50.75,(C)誠品,(G)肯德基,15:08.3,21:54.5,21:56.5,22:00.5,22:02.9,22:05.1,22:55.9,405.78,406.28,408.273,412.274,414.69,416.877,417.127
O033,Old,SP,Moderate,15,全國電子,爭鮮,14,5,6,13,2.082,25.5,(A)全國電子,(H)爭鮮,15:08.3,22:58.6,23:00.6,23:04.6,23:06.6,23:08.9,23:34.4,469.794,470.294,472.294,476.301,478.383,480.627,480.877
O033,Old,SP,Far,28,肯德基,台灣彩券,25,5,7,24,6.945,60.25,(E)台灣彩券,(G)肯德基,15:08.3,23:37.0,23:39.1,23:43.1,23:50.0,23:52.1,24:52.4,508.287,508.787,510.801,514.815,521.76,523.884,524.128
O033,Old,SP,Far,23,爭鮮,台灣彩券,17,6,1,16,2.854,49.75,(E)台灣彩券,(H)爭鮮,26:16.0,26:16.0,26:17.9,26:22.0,26:24.8,26:26.9,27:16.7,-0.5,0,1.991,5.998,8.852,10.984,11.233
O033,Old,SP,Moderate,11,寶雅,爭鮮,12,6,2,14,3.667,42,(F)寶雅,(H)爭鮮,26:16.0,27:19.4,27:21.4,27:25.4,27:29.0,27:31.2,28:13.2,62.907,63.407,65.414,69.421,73.088,75.233,75.483
O033,Old,SP,Near,5,誠品,麥當勞,7,6,3,11,3.839,90,(B)麥當勞,(C)誠品,26:16.0,28:15.9,28:17.9,28:21.9,28:25.7,28:27.7,29:57.7,119.399,119.899,121.9,125.893,129.732,131.733,131.982
O033,Old,SP,Moderate,10,台灣彩券,星巴克,11,6,4,14,3.958,20.25,(D)星巴克,(E)台灣彩券,26:16.0,30:00.2,30:02.2,30:06.2,30:10.2,30:12.2,30:32.4,223.76,224.26,226.253,230.254,234.212,236.232,236.482
O033,Old,SP,Far,25,肯德基,寶雅,20,6,5,17,2.826,26.25,(F)寶雅,(G)肯德基,26:16.0,30:35.1,30:37.1,30:41.1,30:43.9,30:45.9,31:12.2,258.643,259.143,261.148,265.15,267.976,269.982,270.239
O033,Old,SP,Near,2,麥當勞,全國電子,6,6,6,12,2.729,90,(A)全國電子,(B)麥當勞,26:16.0,31:14.8,31:16.8,31:20.8,31:23.6,31:25.7,32:55.7,298.386,298.886,300.892,304.892,307.621,309.739,309.989
O033,Old,SP,Moderate,19,爭鮮,誠品,15,6,7,10,4.185,21.75,(C)誠品,(H)爭鮮,26:16.0,32:58.2,33:00.2,33:04.2,33:08.4,33:10.4,33:32.2,401.76,402.26,404.26,408.256,412.441,414.483,414.732
O033,Old,SP,Near,1,寶雅,台灣彩券,5,7,1,9,3.41,90,(E)台灣彩券,(F)寶雅,34:41.2,34:41.2,34:43.2,34:47.2,34:50.6,34:52.7,36:22.7,-0.5,0,1.998,5.998,9.408,11.485,11.734
O033,Old,SP,Near,7,麥當勞,爭鮮,8,7,2,12,5.271,39.25,(B)麥當勞,(H)爭鮮,34:41.2,36:25.2,36:27.2,36:31.2,36:36.5,36:38.7,37:18.0,103.517,104.017,106.012,110.012,115.283,117.483,117.743
O033,Old,SP,Far,24,全國電子,肯德基,20,7,3,18,4.493,46.75,(A)全國電子,(G)肯德基,34:41.2,37:20.6,37:22.6,37:26.6,37:31.1,37:33.2,38:20.0,158.887,159.387,161.393,165.393,169.886,171.983,172.234
O033,Old,SP,Moderate,13,誠品,全國電子,13,7,4,17,1.957,31,(A)全國電子,(C)誠品,34:41.2,38:22.6,38:24.6,38:28.6,38:30.6,38:32.7,39:03.7,220.899,221.399,223.394,227.394,229.351,231.483,231.732
O033,Old,SP,Far,22,星巴克,誠品,17,7,5,9,3.34,73.75,(C)誠品,(D)星巴克,34:41.2,39:06.4,39:08.4,39:12.3,39:15.7,39:17.7,40:31.5,264.636,265.136,267.136,271.129,274.469,276.484,276.734
O033,Old,SP,Moderate,14,肯德基,星巴克,14,7,6,16,3.417,28,(D)星巴克,(G)肯德基,34:41.2,40:34.1,40:36.1,40:40.1,40:43.6,40:45.7,41:13.7,352.407,352.907,354.921,358.928,362.345,364.484,364.732
O033,Old,SP,Moderate,18,台灣彩券,麥當勞,15,7,7,12,2.911,52.5,(B)麥當勞,(E)台灣彩券,34:41.2,41:16.4,41:18.4,41:22.4,41:25.3,41:27.5,42:20.0,394.643,395.143,397.15,401.149,404.06,406.231,406.482
O033,Old,SP,Near,8,肯德基,爭鮮,8,8,1,16,4.381,11.75,(G)肯德基,(H)爭鮮,44:11.2,44:11.2,44:13.2,44:17.2,44:21.6,44:23.7,44:35.5,-0.5,0,1.991,5.998,10.379,12.483,12.734
O033,Old,SP,Moderate,16,寶雅,全國電子,14,8,2,11,3.176,16.75,(A)全國電子,(F)寶雅,44:11.2,44:38.1,44:40.1,44:44.1,44:47.3,44:49.5,45:06.2,26.379,26.879,28.872,32.879,36.055,38.233,38.484
O033,Old,SP,Near,4,星巴克,寶雅,6,8,3,7,4.438,14.75,(D)星巴克,(F)寶雅,44:11.2,45:08.9,45:10.9,45:14.9,45:19.3,45:21.5,45:36.2,57.135,57.635,59.636,63.636,68.074,70.234,70.484
O033,Old,SP,Moderate,17,麥當勞,肯德基,14,8,4,16,3.3,44.75,(B)麥當勞,(G)肯德基,44:11.2,45:38.9,45:40.8,45:44.8,45:48.1,45:50.2,46:35.0,87.137,87.637,89.63,93.628,96.928,98.983,99.233
O033,Old,SP,Far,21,全國電子,星巴克,16,8,5,12,2.46,33.25,(A)全國電子,(D)星巴克,44:11.2,46:37.6,46:39.6,46:43.6,46:46.1,46:48.2,47:21.5,145.907,146.407,148.413,152.412,154.872,156.983,157.233
O033,Old,SP,Far,26,誠品,台灣彩券,22,8,6,20,3.5,25.75,(C)誠品,(E)台灣彩券,44:11.2,47:24.1,47:26.1,47:30.1,47:33.6,47:35.7,48:01.5,192.4,192.9,194.893,198.893,202.393,204.483,204.733
